,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
AI Applications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0446246946409664e-177,0.0,0.0,1.7637668256186563e-180
Computational Geometry Algorithms,0.0,0.6818467468905638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Java Programming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8413018073371732,0.0,0.0,0.0,0.0,0.0
Performance Assessment,0.0,0.0,0.0,6.295858917461456e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Normalization and Denormalization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.665414628368547,0.0
Programming,0.0,1.0227701203358457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IoT Architectures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5052728080488812e-141
Use of PE Technology and Wearables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99947995889347e-20,0.0,0.0,0.0,2.0098872170834506e-12,0.0,0.0,0.0,0.0,0.0,0.0,1.707630389177422e-16,0.0
Trigonometry,0.00017555361978613813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1077448745458462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IT-Specific Accounting Issues,0.0,0.0,3.1958641790562525e-94,0.0,0.0,0.0,0.0,0.0,1.3619166587700655e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Startup Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.300707426451134e-107,0.0,0.0,0.0,0.0,0.0,0.0,1.4886355608332814e-101,0.0,0.0
Cultural Anthropology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.124994507521287,0.0,0.03133723011285653,0.0,0.0
Continuous Integration/Continuous Deployment (CI/CD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.805795203603861,0.0,0.0,0.0,0.0,0.058101333456031086,0.0,0.0,0.0,0.20318370933802496,0.0
Performance Optimization and Tuning,0.0,0.0015185237242797641,6.329432726706827e-84,9.366208566427585e-08,0.0,0.0,0.0,0.0,0.0,0.24648854072831422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.24786437253355e-09
Understanding Algorithms and Computation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3367261368813779,0.0,0.0,0.0,0.5120023436027916,0.0,0.0,0.0,0.0,0.0,0.00890287305886977,0.0
Ethical Hacking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3288669802800847e-45,0.0,0.0,0.0,0.0,0.5725484912657234,0.0,0.0,0.0
Visual Literacy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1833009006577468,0.0,0.0
Database Design and Optimization,0.0,0.004414093380091832,0.0,0.0,0.0,0.0,0.0,0.0,0.0008941616375956738,0.4216247645388269,0.00959065065772925,0.0,0.0,0.0,0.032385525999774074,0.0014904672492303576,0.0,0.0,0.0,0.0
Network Management in Cloud Environments,0.0,0.0,0.0,0.0,0.0,1.9324184846030374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Client Interaction and Service Delivery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0420382956837414e-61,0.0,0.0,0.0,0.0
Academic Literacy,0.6755803167702359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2740245184351663e-12,0.0,0.0
Internet and Web Basics,0.0,0.0,0.0,0.0,0.0,3.2227513853253575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathematics for Social Sciences and Business,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3367261368813779,0.0,0.0,0.0,0.5120023436027916,0.0,0.0,0.0,0.0,0.0,0.00890287305886977,0.0
Boolean Algebra and Boolean Functions,0.0,0.0,0.0,0.0,0.0,6.277747542921998e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.6853163903049602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Information Architecture,0.0,0.0,0.0,0.0,0.0,0.0,0.8222914149859736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hypothesis Testing and Confidence Intervals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.001244797301333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Low-Level Digital Design (e.g., FPGA, ASIC)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41484524828385
Emerging Technologies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6001320675970111,0.0,0.0,0.0,0.0,0.11687106158516378,0.0,0.0,0.0,0.2620593193310064,0.0
Telecommunication Systems and Standards,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.654905561922708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Operating Systems Fundamentals,0.0,0.0,0.0,0.0,0.0,2.8986277269045564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Environmental Impact of Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3126215089519335,0.0,0.0,0.0,0.0
Web Development,0.0,0.0,3.6602397173345644e-81,5.4163730140627405e-05,0.0,0.0,0.0,0.0,0.005173243840824012,0.13599847681768987,0.03600282073991868,0.0,0.0,0.015338202278048664,0.019045331697343272,0.0070931190069192865,0.0,0.0,0.0,3.613038796162442e-06
Error Detection and Correction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.654905561922708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Business Value Creation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.718807829159765e-176,0.0,0.0,0.0,0.0,0.0
Design and Implementation of Reusable Components,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2275345382247822,0.0,0.0,0.0,0.0,0.0
Manual Testing Techniques,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3928504829162835,0.0,0.0,0.0,0.009988404692170202,0.0,0.0,0.0,0.0,0.0,0.0
Project Management in Professional Settings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0420382956837414e-61,0.0,0.0,0.0,0.0
IT Service Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017589247101147019,0.0,0.008555775290411013,0.0,0.0,0.0,0.0815990688824328,0.0022458400863927183,0.0,0.0,0.0,0.0
PMBOK Knowledge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003940844101340835,0.0,0.0197499068802755,0.0,0.0,0.0,0.1913242853481759,0.005076251920455957,0.0,0.0,0.0,0.0
Risk Management and Mitigation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7399901246895764,0.0,0.0,0.0,0.0,0.0
Ethical Analysis and Moral Reasoning,0.0,0.0,0.0,0.0,2.1035042078378465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Statistical Thinking,5.851787326204604e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0359149581819487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Web Typography,0.0,0.0,3.2427332132595694e-80,0.0004798552560621663,0.0,0.0,0.0,0.0,0.0,0.017630407633562963,0.007062497131664398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.200916117077674e-05
Sports Coaching Techniques and Strategies,0.0,0.0,0.0,6.295858917461456e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Self and Identity Theory,0.00011747571298553145,0.0,0.0,0.0,0.0,0.0,3.4591999210303452,0.0,0.0,0.0,0.0,0.0014024814901426891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Digital Technology and Social Networks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3126215089519335,0.0,0.0,0.0,0.0
"Digital Logic Design Tools (e.g., VHDL, Verilog)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41484524828385
Transnational Literature,0.0,0.0,0.0,0.0,0.07751817370248042,0.0,0.0,0.0,0.0,0.0,0.0,0.16086962369961755,0.16778848546457656,0.0,0.0,0.0,0.0,0.05308950428331156,0.0,0.0
Network Architecture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.654905561922708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Systematic Reviews and Meta-Analysis,0.0,0.0,0.0,1.3961476568238906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Social Movements and Global Change,0.0,0.0,0.0,0.0,0.06870624370127783,0.0,1.7406836117190203e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Web Services,0.0,6.087364746095345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3911294557255127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Material Design Principles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002628872243828786,0.14154698942447305,0.021108870990545973,0.0,0.0,0.00556193260480418,0.013699286086440774,0.0038697459926207984,0.0,0.0,0.0,0.0
"Software Development Tools (e.g., Eclipse, IntelliJ IDEA)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2275345382247822,0.0,0.0,0.0,0.0,0.0
"Cloud Technologies (AWS, Azure, Google Cloud)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027016348170836924,0.29162349103712054,0.021249236997399237,0.0,0.0,0.21561227931309954,0.0011271395772169607,0.0038477546759889754,0.0,0.0,0.0,0.0
Digital Communication and Collaboration,0.0,0.0,0.0,0.0,0.0,3.2227513853253575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Resource Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026272294008938897,0.0,0.013166604586850338,0.0,0.0,0.0,0.12754952356545057,0.0033841679469706377,0.0,0.0,0.0,0.0
"Authentication and Authorization (OAuth, JWT)",0.0,0.0055397109344725685,0.0,0.0,0.0,0.0,0.0,0.0,0.00031457233398781386,0.5862971978761919,0.007360993331784741,0.0,0.0,0.0,0.02429880774006984,0.00081697861031506,0.0,0.0,0.0,0.0
Android Debugging and Optimization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003943308365743178,0.21232048413670954,0.03166330648581896,0.0,0.0,0.008342898907206272,0.020548929129661164,0.005804618988931197,0.0,0.0,0.0,0.0
Dynamic Programming,0.0,1.2916714318783338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04664034682047534,0.0,0.0,0.0,0.0,0.0
Copyright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.017432565783478e-176,7.675114133790172e-157,0.0,0.0,0.0
Virtualization Technologies,0.0,0.0,0.0,0.0,0.0,1.9324184846030374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Web Accessibility (WCAG Guidelines),0.0,0.0,3.2427332132595694e-80,0.0004798552560621663,0.0,0.0,0.0,0.0,0.0,0.017630407633562963,0.007062497131664398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.200916117077674e-05
Opportunity Recognition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7397337572351435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nationalism,0.0,0.0,0.0,0.0,0.001736513531211177,0.0,0.0,0.0,0.0,0.0,0.0,0.005535956558460592,0.013190305739623919,0.0,0.0,0.047947794141245406,0.0,0.05658244732262675,0.0,0.0
Design Thinking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.804136900441513e-140,0.0,0.0,4.8307221091674566e-142
SignalR (Real-time Communication),0.0,0.0010123491495198425,4.219621817804555e-84,6.244139044285064e-08,0.0,0.0,0.0,0.0,0.0,0.16432569381887616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1652429150223685e-09
Entity-Relationship Diagrams (ERD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.665414628368547,0.0
Industry Solutions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0446246946409664e-177,0.0,0.0,1.7637668256186563e-180
PHP Frameworks,0.0,0.006621140070137748,0.0,0.0,0.0,0.0,0.0,0.0,0.001341242456393511,0.6324371468082405,0.014385975986593871,0.0,0.0,0.0,0.04857828899966111,0.002235700873845537,0.0,0.0,0.0,0.0
Motor Learning and Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.499843987668041e-19,0.0,0.0,0.0,6.029661651250351e-12,0.0,0.0,0.0,0.0,0.0,0.0,5.122891167532266e-16,0.0
Psychological Theory,0.00011747571298553145,0.0,0.0,0.0,0.0,0.0,3.4591999210303452,0.0,0.0,0.0,0.0,0.0014024814901426891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Client Communication and Stakeholder Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027016348170836924,0.29162349103712054,0.021249236997399237,0.0,0.0,0.21561227931309954,0.0011271395772169607,0.0038477546759889754,0.0,0.0,0.0,0.0
Group Communication,0.6755803167702359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2740245184351663e-12,0.0,0.0
Technical Application,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5630574435256118e-61,0.0,0.0,0.0,0.0
Strength and Conditioning Techniques,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.197186363728157e-20,0.0,0.0,0.0,3.2954267691783053e-12,0.0,0.0,0.0,0.0,0.0,0.0,2.7998441148969175e-16,0.0
Jetpack Compose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014136095012676948,0.0016262432967643747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Discrete Mathematics,0.0,0.0,0.0,0.0,0.0,6.277747542921998e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.6853163903049602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corporate Social Responsibility (CSR) in IT,0.0,0.0,0.0,0.0,0.0,0.0,2.6964652512345775e-52,2.7714721364670203e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Problem Solving,0.00017061794559440415,1.0112493582822364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.105086706232921,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Continuous Integration (CI) and Continuous Testing (CT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26190032194418894,0.0,0.0,0.0,0.006658936461446802,0.0,0.0,0.0,0.0,0.0,0.0
Java Language Features,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8413018073371732,0.0,0.0,0.0,0.0,0.0
Security Best Practices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2024486129342646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Defect Management and Root Cause Analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26190032194418894,0.0,0.0,0.0,0.006658936461446802,0.0,0.0,0.0,0.0,0.0,0.0
Software Development Lifecycle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1629854059381912,0.0,0.0,0.0,0.0,0.16249709538723778,0.0,0.0,0.0,0.3802564037999269,0.0
Research Paper Structuring,0.0,0.0,0.0,1.3961476568238906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Team Collaboration and Leadership,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5630574435256118e-61,0.0,0.0,0.0,0.0
Cloud-Native Development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.311962132617665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industry Integration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026383870651720534,0.0,0.01283366293561652,0.0,0.0,0.0,0.12239860332364924,0.0033687601295890766,0.0,0.0,0.0,0.0
Quality of Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36135513093498445,0.0,0.0,0.0
Teambuilding,0.0,0.0,1.178136461764826,0.0,0.0,5e-324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Outdoor Leadership,0.0,0.0,0.0,0.0,0.014008427614010305,0.0,0.0,2.750598116399346e-148,0.0,0.0,1.7376258053103075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rizal and the Concept of Filipino Identity,0.0,0.0,0.0,0.0,0.001736513531211177,0.0,0.0,0.0,0.0,0.0,0.0,0.005535956558460592,0.013190305739623919,0.0,0.0,0.047947794141245406,0.0,0.05658244732262675,0.0,0.0
Sports Pedagogy,0.0,0.0,0.0,9.443788376192183e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graph Algorithms,0.0,0.26754300190783853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15244722789337176,0.0,0.0,0.0,0.0,0.0
Social Psychology,0.0001847604671627251,0.0,0.0,0.0,0.0,0.0,2.3003958112018634,0.0,0.0,0.0,0.0,0.0005483362217489618,0.0,0.0,0.0,1.8908893400343578,0.0,0.0,0.0,0.0
Calculus,0.00011703574652409208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0718299163638974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Distributed Algorithms,0.0,0.6818467468905638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Network Troubleshooting and Diagnostics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.654905561922708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Unit Testing (JUnit, Espresso)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014136095012676948,0.0016262432967643747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cross-Browser Compatibility,0.0,0.0,3.2427332132595694e-80,0.0004798552560621663,0.0,0.0,0.0,0.0,0.0,0.017630407633562963,0.007062497131664398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.200916117077674e-05
MVP Development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9021222793534016e-107,0.0,0.0,0.0,0.0,0.0,0.0,4.465906682499845e-101,0.0,0.0
Sequential Logic Design,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41484524828385
Cultural Studies,0.0,0.0,0.0,0.0,0.07209792843446047,0.0,0.0,0.0,0.0,0.0,0.0,0.14948026713992,0.1553783168590484,0.0,0.0,0.0,0.0,0.842023548634581,0.0,0.0
Behavioral Coaching and Motivation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99895991778694e-20,0.0,0.0,0.0,4.019774434166901e-12,0.0,0.0,0.0,0.0,0.0,0.0,3.415260778354844e-16,0.0
Software Engineering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.338870728588858,0.01536129926421952,0.0,0.0,0.30413013999129435,0.17777343678280433,0.0004428305543549441,0.0,0.0,0.37144863006755274,0.0
Research Methods in Rizal Studies,0.0,0.0,0.0,0.0,0.001736513531211177,0.0,0.0,0.0,0.0,0.0,0.0,0.005535956558460592,0.013190305739623919,0.0,0.0,0.047947794141245406,0.0,0.05658244732262675,0.0,0.0
Mathematical Modeling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4214221058667837,0.0,0.0,0.0,2.8437289620090933,0.0,0.0,0.0,0.0,0.0,0.008917580186917856,0.0
Assessment and Feedback Design,0.00017555361978613813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1077448745458462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UML Modeling and Design Patterns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7399901246895764,0.0,0.0,0.0,0.0,0.0
Budgeting and Forecasting,0.0,0.0,3.1958641790562525e-94,0.0,0.0,0.0,0.0,0.0,1.3619166587700655e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Literary Analysis,0.0,0.0,0.0,0.0,0.11801378121991825,0.0,0.0,0.0,0.0,0.0,0.0,0.24684143090594726,0.2648732563672556,0.0,0.0,0.04626809866644987,0.0,0.1362219193999852,0.0,0.0
Sports Psychology and Motivation Techniques,0.0,0.0,0.0,6.295858917461456e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Social and Cultural Impact of Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3126215089519335,0.0,0.0,0.0,0.0
"Routing Protocols (e.g., OSPF, BGP)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.264520536850237,0.0,0.0,0.0
Community Development,0.0,0.0,2.2915630015410606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cultural and Ethical Implications of Rizal's Works,0.0,0.0,0.0,0.0,0.001736513531211177,0.0,0.0,0.0,0.0,0.0,0.0,0.005535956558460592,0.013190305739623919,0.0,0.0,0.047947794141245406,0.0,0.05658244732262675,0.0,0.0
Enterprise Systems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017589247101147019,0.0,0.008555775290411013,0.0,0.0,0.0,0.0815990688824328,0.0022458400863927183,0.0,0.0,0.0,0.0
Art Criticism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1833009006577468,0.0,0.0
Rizal Studies,0.0,0.0,0.0,0.0,0.0026047702968167654,0.0,0.0,0.0,0.0,0.0,0.0,0.008303934837690888,0.019785458609435883,0.0,0.0,0.0719216912118681,0.0,0.08487367098394015,0.0,0.0
Code Documentation,0.0,0.2278737492476548,0.0,0.0,0.0,0.0,0.0,0.0,0.0020124247705934338,0.0,0.024620124381644848,0.0,0.0,0.0,0.0,0.003125904428277434,0.0,0.0,0.0,0.0
History of Philippine Revolution,0.0,0.0,0.0,0.0,0.001736513531211177,0.0,0.0,0.0,0.0,0.0,0.0,0.005535956558460592,0.013190305739623919,0.0,0.0,0.047947794141245406,0.0,0.05658244732262675,0.0,0.0
Financial Accounting and Reporting,0.0,0.0,3.1958641790562525e-94,0.0,0.0,0.0,0.0,0.0,1.3619166587700655e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Technical Writing Fundamentals,3.016551990004848e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4525543044626303,0.0,0.0,0.0,0.0,0.0,0.0
Machine Learning in Databases,0.0,0.0,0.0,0.0,0.0,0.0,4.666101299979737e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7051392899694191,0.0
Security Protocols,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9933004704201264e-45,0.0,0.0,0.0,0.0,0.8588227368985851,0.0,0.0,0.0
Applied Mathematics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5050892053220669,0.0,0.0,0.0,0.7680035154041873,0.0,0.0,0.0,0.0,0.0,0.013354309588304655,0.0
"Project Management Tools (e.g., JIRA, Trello)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2275345382247822,0.0,0.0,0.0,0.0,0.0
RESTful API Development,0.0,0.0009497084531356148,2.4446929604635627e-81,3.6176234348807755e-05,0.0,0.0,0.0,0.0,0.0028721917045253704,0.25543651375176996,0.021786890167983908,0.0,0.0,0.006786587252945493,0.0046365220138903165,0.004058871950525366,0.0,0.0,0.0,2.4131672580098583e-06
Intersectionality,0.00015483208673191346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8383651483116745,0.0,0.0,0.0,0.0
Syntax and Semantics of Programming Languages,0.0,0.3418106238714822,0.0,0.0,0.0,0.0,0.0,0.0,0.0030186371558901504,0.0,0.036930186572467265,0.0,0.0,0.0,0.0,0.00468885664241615,0.0,0.0,0.0,0.0
